Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","5"
"05-09","HOME","44.170"
"05-09","MULLER","41.169"
"10-14","HOME","59.408"
"10-14","MULLER","55.972"
"15-19","HOME","53.112"
"15-19","MULLER","50.934"
"20-24","HOME","52.093"
"20-24","MULLER","50.542"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.269"
"25-29","MULLER","52.281"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.420"
"30-34","MULLER","61.121"
"35-39","HOME","74.019"
"35-39","MULLER","76.860"
"40-44","HOME","99.392"
"40-44","MULLER","101.838"
"45-49","HOME","105.971"
"45-49","MULLER","109.161"
"50-54","HOME","99.162"
"50-54","MULLER","103.818"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.931"
"55-59","MULLER","99.459"
"60-64","HOME","88.772"
"60-64","MULLER","95.777"
"65-69","HOME","79.288"
"65-69","MULLER","87.439"
"70-74","HOME","71.810"
"70-74","MULLER","82.661"
"75-79","HOME","62.015"
"75-79","MULLER","77.504"
"80-84","HOME","40.233"
"80-84","MULLER","57.767"
"85->","HOME","48.885"
"85->","MULLER","94.787"
