Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","255"
"15-19","MULLER","405"
"20-24","HOME","1.698"
"20-24","MULLER","4.951"
"25-29","HOME","3.212"
"25-29","MULLER","9.514"
"30-34","HOME","4.110"
"30-34","MULLER","11.638"
"35-39","HOME","5.589"
"35-39","MULLER","14.038"
"40-44","HOME","8.506"
"40-44","MULLER","18.561"
"45-49","HOME","9.889"
"45-49","MULLER","20.088"
"50-54","HOME","14.782"
"50-54","MULLER","24.544"
"55-59","HOME","66.561"
"55-59","MULLER","76.583"
"60-64","HOME","77.853"
"60-64","MULLER","85.598"
"65-69","HOME","70.169"
"65-69","MULLER","77.832"
"70-74","HOME","67.672"
"70-74","MULLER","79.064"
"75-79","HOME","58.525"
"75-79","MULLER","73.296"
"80-84","HOME","38.549"
"80-84","MULLER","56.528"
"85->","HOME","43.853"
"85->","MULLER","85.816"
