Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","4"
"05-09","HOME","47.052"
"05-09","MULLER","44.108"
"10-14","HOME","61.286"
"10-14","MULLER","57.682"
"15-19","HOME","52.780"
"15-19","MULLER","50.639"
"20-24","HOME","52.498"
"20-24","MULLER","51.029"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.656"
"25-29","MULLER","52.688"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.673"
"30-34","MULLER","61.324"
"35-39","HOME","74.341"
"35-39","MULLER","77.181"
"40-44","HOME","99.651"
"40-44","MULLER","102.123"
"45-49","HOME","106.271"
"45-49","MULLER","109.373"
"50-54","HOME","99.304"
"50-54","MULLER","103.956"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.051"
"55-59","MULLER","99.570"
"60-64","HOME","88.871"
"60-64","MULLER","95.864"
"65-69","HOME","79.336"
"65-69","MULLER","87.545"
"70-74","HOME","71.872"
"70-74","MULLER","82.735"
"75-79","HOME","62.061"
"75-79","MULLER","77.552"
"80-84","HOME","40.287"
"80-84","MULLER","57.799"
"85->","HOME","48.949"
"85->","MULLER","94.875"
