Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.440"
"05-09","MULLER","44.502"
"10-14","HOME","61.386"
"10-14","MULLER","57.766"
"15-19","HOME","52.771"
"15-19","MULLER","50.628"
"20-24","HOME","52.517"
"20-24","MULLER","51.059"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.696"
"25-29","MULLER","52.737"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.692"
"30-34","MULLER","61.344"
"35-39","HOME","74.383"
"35-39","MULLER","77.219"
"40-44","HOME","99.674"
"40-44","MULLER","102.136"
"45-49","HOME","106.301"
"45-49","MULLER","109.402"
"50-54","HOME","99.312"
"50-54","MULLER","103.967"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.068"
"55-59","MULLER","99.572"
"60-64","HOME","88.880"
"60-64","MULLER","95.895"
"65-69","HOME","79.348"
"65-69","MULLER","87.547"
"70-74","HOME","71.887"
"70-74","MULLER","82.751"
"75-79","HOME","62.067"
"75-79","MULLER","77.556"
"80-84","HOME","40.291"
"80-84","MULLER","57.804"
"85->","HOME","48.953"
"85->","MULLER","94.880"
