Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.285"
"05-09","MULLER","43.320"
"10-14","HOME","61.078"
"10-14","MULLER","57.498"
"15-19","HOME","52.814"
"15-19","MULLER","50.657"
"20-24","HOME","52.437"
"20-24","MULLER","50.946"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.600"
"25-29","MULLER","52.632"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.634"
"30-34","MULLER","61.266"
"35-39","HOME","74.287"
"35-39","MULLER","77.129"
"40-44","HOME","99.609"
"40-44","MULLER","102.082"
"45-49","HOME","106.212"
"45-49","MULLER","109.326"
"50-54","HOME","99.280"
"50-54","MULLER","103.928"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.020"
"55-59","MULLER","99.541"
"60-64","HOME","88.863"
"60-64","MULLER","95.855"
"65-69","HOME","79.325"
"65-69","MULLER","87.529"
"70-74","HOME","71.861"
"70-74","MULLER","82.720"
"75-79","HOME","62.051"
"75-79","MULLER","77.547"
"80-84","HOME","40.271"
"80-84","MULLER","57.787"
"85->","HOME","48.937"
"85->","MULLER","94.856"
