Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","45.884"
"05-09","MULLER","42.890"
"10-14","HOME","60.710"
"10-14","MULLER","57.224"
"15-19","HOME","52.816"
"15-19","MULLER","50.656"
"20-24","HOME","52.411"
"20-24","MULLER","50.885"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.566"
"25-29","MULLER","52.589"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.591"
"30-34","MULLER","61.229"
"35-39","HOME","74.255"
"35-39","MULLER","77.109"
"40-44","HOME","99.579"
"40-44","MULLER","102.053"
"45-49","HOME","106.194"
"45-49","MULLER","109.305"
"50-54","HOME","99.265"
"50-54","MULLER","103.916"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.991"
"55-59","MULLER","99.531"
"60-64","HOME","88.854"
"60-64","MULLER","95.847"
"65-69","HOME","79.315"
"65-69","MULLER","87.520"
"70-74","HOME","71.857"
"70-74","MULLER","82.707"
"75-79","HOME","62.045"
"75-79","MULLER","77.541"
"80-84","HOME","40.266"
"80-84","MULLER","57.782"
"85->","HOME","48.930"
"85->","MULLER","94.843"
