Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.388"
"05-09","MULLER","47.305"
"10-14","HOME","61.628"
"10-14","MULLER","57.975"
"15-19","HOME","52.137"
"15-19","MULLER","49.682"
"20-24","HOME","52.765"
"20-24","MULLER","51.218"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.797"
"25-29","MULLER","52.825"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.753"
"30-34","MULLER","61.276"
"35-39","HOME","74.387"
"35-39","MULLER","77.148"
"40-44","HOME","99.838"
"40-44","MULLER","102.111"
"45-49","HOME","106.872"
"45-49","MULLER","109.850"
"50-54","HOME","99.356"
"50-54","MULLER","104.146"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.318"
"55-59","MULLER","90.574"
"60-64","HOME","88.656"
"60-64","MULLER","95.329"
"65-69","HOME","79.822"
"65-69","MULLER","87.774"
"70-74","HOME","73.783"
"70-74","MULLER","83.737"
"75-79","HOME","63.645"
"75-79","MULLER","78.441"
"80-84","HOME","42.534"
"80-84","MULLER","59.168"
"85->","HOME","54.680"
"85->","MULLER","103.989"
