Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.803"
"05-09","MULLER","47.715"
"10-14","HOME","61.565"
"10-14","MULLER","57.917"
"15-19","HOME","52.167"
"15-19","MULLER","49.665"
"20-24","HOME","52.798"
"20-24","MULLER","51.250"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.836"
"25-29","MULLER","52.825"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.762"
"30-34","MULLER","61.252"
"35-39","HOME","74.333"
"35-39","MULLER","77.116"
"40-44","HOME","99.725"
"40-44","MULLER","101.956"
"45-49","HOME","106.748"
"45-49","MULLER","109.739"
"50-54","HOME","99.194"
"50-54","MULLER","103.993"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.338"
"55-59","MULLER","90.476"
"60-64","HOME","88.804"
"60-64","MULLER","95.482"
"65-69","HOME","79.898"
"65-69","MULLER","87.941"
"70-74","HOME","73.883"
"70-74","MULLER","83.850"
"75-79","HOME","64.022"
"75-79","MULLER","78.854"
"80-84","HOME","42.660"
"80-84","MULLER","59.254"
"85->","HOME","54.809"
"85->","MULLER","104.250"
