Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","301"
"15-19","MULLER","504"
"20-24","HOME","2.094"
"20-24","MULLER","5.652"
"25-29","HOME","3.990"
"25-29","MULLER","10.413"
"30-34","HOME","5.072"
"30-34","MULLER","13.040"
"35-39","HOME","6.739"
"35-39","MULLER","15.612"
"40-44","HOME","48.929"
"40-44","MULLER","56.927"
"45-49","HOME","94.238"
"45-49","MULLER","100.832"
"50-54","HOME","90.301"
"50-54","MULLER","97.763"
"55-59","HOME","86.510"
"55-59","MULLER","95.105"
"60-64","HOME","81.065"
"60-64","MULLER","88.226"
"65-69","HOME","75.077"
"65-69","MULLER","82.816"
"70-74","HOME","70.356"
"70-74","MULLER","82.005"
"75-79","HOME","59.442"
"75-79","MULLER","74.537"
"80-84","HOME","38.891"
"80-84","MULLER","57.052"
"85->","HOME","44.240"
"85->","MULLER","86.847"
