Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","296"
"15-19","MULLER","508"
"20-24","HOME","2.045"
"20-24","MULLER","5.549"
"25-29","HOME","3.915"
"25-29","MULLER","10.188"
"30-34","HOME","4.957"
"30-34","MULLER","12.582"
"35-39","HOME","6.605"
"35-39","MULLER","15.160"
"40-44","HOME","12.965"
"40-44","MULLER","23.291"
"45-49","HOME","88.198"
"45-49","MULLER","95.074"
"50-54","HOME","90.312"
"50-54","MULLER","97.853"
"55-59","HOME","85.918"
"55-59","MULLER","94.655"
"60-64","HOME","82.781"
"60-64","MULLER","90.126"
"65-69","HOME","72.974"
"65-69","MULLER","80.559"
"70-74","HOME","70.277"
"70-74","MULLER","81.916"
"75-79","HOME","59.385"
"75-79","MULLER","74.456"
"80-84","HOME","38.863"
"80-84","MULLER","57.015"
"85->","HOME","44.204"
"85->","MULLER","86.769"
