Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.459"
"05-09","MULLER","46.429"
"10-14","HOME","61.612"
"10-14","MULLER","57.960"
"15-19","HOME","52.153"
"15-19","MULLER","49.759"
"20-24","HOME","52.840"
"20-24","MULLER","51.556"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.822"
"25-29","MULLER","52.948"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.766"
"30-34","MULLER","61.396"
"35-39","HOME","74.438"
"35-39","MULLER","77.344"
"40-44","HOME","99.958"
"40-44","MULLER","102.366"
"45-49","HOME","106.796"
"45-49","MULLER","109.867"
"50-54","HOME","99.422"
"50-54","MULLER","104.134"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.190"
"55-59","MULLER","99.654"
"60-64","HOME","88.917"
"60-64","MULLER","95.957"
"65-69","HOME","79.408"
"65-69","MULLER","87.596"
"70-74","HOME","71.928"
"70-74","MULLER","82.799"
"75-79","HOME","62.107"
"75-79","MULLER","77.587"
"80-84","HOME","40.297"
"80-84","MULLER","57.822"
"85->","HOME","48.980"
"85->","MULLER","94.914"
