Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.322"
"05-09","MULLER","44.411"
"10-14","HOME","61.364"
"10-14","MULLER","57.742"
"15-19","HOME","52.774"
"15-19","MULLER","50.634"
"20-24","HOME","52.511"
"20-24","MULLER","51.055"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.690"
"25-29","MULLER","52.728"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.685"
"30-34","MULLER","61.338"
"35-39","HOME","74.375"
"35-39","MULLER","77.203"
"40-44","HOME","99.666"
"40-44","MULLER","102.135"
"45-49","HOME","106.290"
"45-49","MULLER","109.394"
"50-54","HOME","99.311"
"50-54","MULLER","103.968"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.062"
"55-59","MULLER","99.568"
"60-64","HOME","88.882"
"60-64","MULLER","95.883"
"65-69","HOME","79.341"
"65-69","MULLER","87.547"
"70-74","HOME","71.888"
"70-74","MULLER","82.748"
"75-79","HOME","62.065"
"75-79","MULLER","77.556"
"80-84","HOME","40.290"
"80-84","MULLER","57.804"
"85->","HOME","48.953"
"85->","MULLER","94.879"
