Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.254"
"10-14","MULLER","33.514"
"15-19","HOME","54.272"
"15-19","MULLER","52.370"
"20-24","HOME","50.057"
"20-24","MULLER","49.267"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.815"
"25-29","MULLER","51.680"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.399"
"30-34","MULLER","60.419"
"35-39","HOME","74.573"
"35-39","MULLER","77.923"
"40-44","HOME","99.588"
"40-44","MULLER","103.040"
"45-49","HOME","103.925"
"45-49","MULLER","107.740"
"50-54","HOME","97.812"
"50-54","MULLER","103.093"
"55-59","HOME","89.897"
"55-59","MULLER","96.606"
"60-64","HOME","87.159"
"60-64","MULLER","94.357"
"65-69","HOME","78.349"
"65-69","MULLER","86.423"
"70-74","HOME","71.060"
"70-74","MULLER","82.714"
"75-79","HOME","58.708"
"75-79","MULLER","73.462"
"80-84","HOME","39.329"
"80-84","MULLER","57.287"
"85->","HOME","45.703"
"85->","MULLER","89.450"
