Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","22.915"
"05-09","MULLER","21.298"
"10-14","HOME","58.578"
"10-14","MULLER","55.270"
"15-19","HOME","55.109"
"15-19","MULLER","52.861"
"20-24","HOME","51.424"
"20-24","MULLER","49.807"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.219"
"25-29","MULLER","52.347"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.862"
"30-34","MULLER","61.368"
"35-39","HOME","75.165"
"35-39","MULLER","77.997"
"40-44","HOME","98.777"
"40-44","MULLER","101.622"
"45-49","HOME","100.635"
"45-49","MULLER","104.105"
"50-54","HOME","98.794"
"50-54","MULLER","103.511"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.321"
"55-59","MULLER","98.887"
"60-64","HOME","88.464"
"60-64","MULLER","95.522"
"65-69","HOME","78.990"
"65-69","MULLER","87.147"
"70-74","HOME","71.694"
"70-74","MULLER","82.482"
"75-79","HOME","61.902"
"75-79","MULLER","77.367"
"80-84","HOME","40.177"
"80-84","MULLER","57.675"
"85->","HOME","48.806"
"85->","MULLER","94.612"
