Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","2"
"05-09","HOME","8.766"
"05-09","MULLER","8.161"
"10-14","HOME","57.433"
"10-14","MULLER","54.220"
"15-19","HOME","55.025"
"15-19","MULLER","52.815"
"20-24","HOME","51.270"
"20-24","MULLER","49.710"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.098"
"25-29","MULLER","52.253"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.708"
"30-34","MULLER","61.278"
"35-39","HOME","75.310"
"35-39","MULLER","78.220"
"40-44","HOME","100.324"
"40-44","MULLER","103.217"
"45-49","HOME","98.566"
"45-49","MULLER","102.126"
"50-54","HOME","98.595"
"50-54","MULLER","103.373"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.060"
"55-59","MULLER","98.680"
"60-64","HOME","88.371"
"60-64","MULLER","95.457"
"65-69","HOME","78.977"
"65-69","MULLER","87.126"
"70-74","HOME","71.596"
"70-74","MULLER","82.414"
"75-79","HOME","61.848"
"75-79","MULLER","77.268"
"80-84","HOME","40.170"
"80-84","MULLER","57.653"
"85->","HOME","48.770"
"85->","MULLER","94.540"
