Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","6"
"05-09","HOME","48.873"
"05-09","MULLER","45.909"
"10-14","HOME","61.577"
"10-14","MULLER","57.934"
"15-19","HOME","52.243"
"15-19","MULLER","49.856"
"20-24","HOME","52.786"
"20-24","MULLER","51.485"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.762"
"25-29","MULLER","52.894"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.744"
"30-34","MULLER","61.375"
"35-39","HOME","74.459"
"35-39","MULLER","77.341"
"40-44","HOME","99.924"
"40-44","MULLER","102.339"
"45-49","HOME","106.730"
"45-49","MULLER","109.808"
"50-54","HOME","99.396"
"50-54","MULLER","104.102"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.176"
"55-59","MULLER","99.646"
"60-64","HOME","88.901"
"60-64","MULLER","95.952"
"65-69","HOME","79.403"
"65-69","MULLER","87.584"
"70-74","HOME","71.927"
"70-74","MULLER","82.792"
"75-79","HOME","62.101"
"75-79","MULLER","77.587"
"80-84","HOME","40.302"
"80-84","MULLER","57.821"
"85->","HOME","48.971"
"85->","MULLER","94.908"
