Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","45.568"
"05-09","MULLER","42.585"
"10-14","HOME","60.644"
"10-14","MULLER","57.177"
"15-19","HOME","52.825"
"15-19","MULLER","50.662"
"20-24","HOME","52.390"
"20-24","MULLER","50.856"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.507"
"25-29","MULLER","52.556"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.560"
"30-34","MULLER","61.210"
"35-39","HOME","74.219"
"35-39","MULLER","77.086"
"40-44","HOME","99.558"
"40-44","MULLER","102.025"
"45-49","HOME","106.163"
"45-49","MULLER","109.292"
"50-54","HOME","99.244"
"50-54","MULLER","103.888"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.986"
"55-59","MULLER","99.537"
"60-64","HOME","88.852"
"60-64","MULLER","95.837"
"65-69","HOME","79.314"
"65-69","MULLER","87.504"
"70-74","HOME","71.851"
"70-74","MULLER","82.699"
"75-79","HOME","62.038"
"75-79","MULLER","77.530"
"80-84","HOME","40.261"
"80-84","MULLER","57.775"
"85->","HOME","48.914"
"85->","MULLER","94.827"
