Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.517"
"05-09","MULLER","45.512"
"10-14","HOME","61.546"
"10-14","MULLER","57.901"
"15-19","HOME","52.321"
"15-19","MULLER","49.989"
"20-24","HOME","52.692"
"20-24","MULLER","51.377"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.743"
"25-29","MULLER","52.851"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.724"
"30-34","MULLER","61.344"
"35-39","HOME","74.443"
"35-39","MULLER","77.329"
"40-44","HOME","99.870"
"40-44","MULLER","102.296"
"45-49","HOME","106.663"
"45-49","MULLER","109.743"
"50-54","HOME","99.368"
"50-54","MULLER","104.058"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.148"
"55-59","MULLER","99.624"
"60-64","HOME","88.887"
"60-64","MULLER","95.944"
"65-69","HOME","79.397"
"65-69","MULLER","87.584"
"70-74","HOME","71.918"
"70-74","MULLER","82.778"
"75-79","HOME","62.093"
"75-79","MULLER","77.580"
"80-84","HOME","40.301"
"80-84","MULLER","57.815"
"85->","HOME","48.965"
"85->","MULLER","94.904"
