Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.286"
"05-09","MULLER","40.315"
"10-14","HOME","59.223"
"10-14","MULLER","55.809"
"15-19","HOME","54.985"
"15-19","MULLER","52.641"
"20-24","HOME","51.474"
"20-24","MULLER","49.842"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.762"
"25-29","MULLER","50.925"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.164"
"30-34","MULLER","60.865"
"35-39","HOME","73.880"
"35-39","MULLER","76.786"
"40-44","HOME","99.097"
"40-44","MULLER","101.567"
"45-49","HOME","105.822"
"45-49","MULLER","108.998"
"50-54","HOME","99.071"
"50-54","MULLER","103.703"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.705"
"55-59","MULLER","99.322"
"60-64","HOME","88.661"
"60-64","MULLER","95.705"
"65-69","HOME","79.156"
"65-69","MULLER","87.334"
"70-74","HOME","71.762"
"70-74","MULLER","82.588"
"75-79","HOME","61.994"
"75-79","MULLER","77.475"
"80-84","HOME","40.214"
"80-84","MULLER","57.725"
"85->","HOME","48.861"
"85->","MULLER","94.732"
