Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","2"
"05-09","HOME","8.751"
"05-09","MULLER","8.152"
"10-14","HOME","57.342"
"10-14","MULLER","54.126"
"15-19","HOME","55.008"
"15-19","MULLER","52.802"
"20-24","HOME","51.234"
"20-24","MULLER","49.768"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.060"
"25-29","MULLER","52.270"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.652"
"30-34","MULLER","61.281"
"35-39","HOME","75.368"
"35-39","MULLER","78.349"
"40-44","HOME","100.559"
"40-44","MULLER","103.505"
"45-49","HOME","97.913"
"45-49","MULLER","101.418"
"50-54","HOME","98.392"
"50-54","MULLER","103.179"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","91.935"
"55-59","MULLER","98.547"
"60-64","HOME","88.319"
"60-64","MULLER","95.426"
"65-69","HOME","78.964"
"65-69","MULLER","87.136"
"70-74","HOME","71.588"
"70-74","MULLER","82.391"
"75-79","HOME","61.808"
"75-79","MULLER","77.222"
"80-84","HOME","40.165"
"80-84","MULLER","57.647"
"85->","HOME","48.756"
"85->","MULLER","94.518"
