Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.969"
"05-09","MULLER","46.933"
"10-14","HOME","61.644"
"10-14","MULLER","57.985"
"15-19","HOME","52.134"
"15-19","MULLER","49.721"
"20-24","HOME","52.814"
"20-24","MULLER","51.490"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.845"
"25-29","MULLER","52.965"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.758"
"30-34","MULLER","61.395"
"35-39","HOME","74.444"
"35-39","MULLER","77.310"
"40-44","HOME","99.959"
"40-44","MULLER","102.359"
"45-49","HOME","106.857"
"45-49","MULLER","109.892"
"50-54","HOME","99.434"
"50-54","MULLER","104.156"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","89.111"
"55-59","MULLER","96.060"
"60-64","HOME","92.303"
"60-64","MULLER","98.748"
"65-69","HOME","72.156"
"65-69","MULLER","80.051"
"70-74","HOME","72.257"
"70-74","MULLER","82.392"
"75-79","HOME","62.947"
"75-79","MULLER","77.691"
"80-84","HOME","42.298"
"80-84","MULLER","59.069"
"85->","HOME","54.231"
"85->","MULLER","103.109"
