Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","3"
"05-09","HOME","33.063"
"05-09","MULLER","30.498"
"10-14","HOME","58.806"
"10-14","MULLER","55.505"
"15-19","HOME","55.129"
"15-19","MULLER","52.849"
"20-24","HOME","51.490"
"20-24","MULLER","49.828"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.296"
"25-29","MULLER","52.383"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.919"
"30-34","MULLER","61.427"
"35-39","HOME","75.177"
"35-39","MULLER","77.970"
"40-44","HOME","94.338"
"40-44","MULLER","97.338"
"45-49","HOME","105.297"
"45-49","MULLER","108.525"
"50-54","HOME","98.926"
"50-54","MULLER","103.616"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.497"
"55-59","MULLER","99.097"
"60-64","HOME","88.534"
"60-64","MULLER","95.589"
"65-69","HOME","79.083"
"65-69","MULLER","87.262"
"70-74","HOME","71.723"
"70-74","MULLER","82.523"
"75-79","HOME","61.918"
"75-79","MULLER","77.398"
"80-84","HOME","40.195"
"80-84","MULLER","57.691"
"85->","HOME","48.829"
"85->","MULLER","94.663"
