Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.708"
"05-09","MULLER","40.710"
"10-14","HOME","59.293"
"10-14","MULLER","55.876"
"15-19","HOME","54.390"
"15-19","MULLER","51.938"
"20-24","HOME","50.860"
"20-24","MULLER","49.549"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.080"
"25-29","MULLER","52.066"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.220"
"30-34","MULLER","60.942"
"35-39","HOME","73.932"
"35-39","MULLER","76.822"
"40-44","HOME","99.179"
"40-44","MULLER","101.626"
"45-49","HOME","105.873"
"45-49","MULLER","109.050"
"50-54","HOME","99.091"
"50-54","MULLER","103.716"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.757"
"55-59","MULLER","99.375"
"60-64","HOME","88.686"
"60-64","MULLER","95.733"
"65-69","HOME","79.171"
"65-69","MULLER","87.329"
"70-74","HOME","71.772"
"70-74","MULLER","82.610"
"75-79","HOME","62.001"
"75-79","MULLER","77.485"
"80-84","HOME","40.222"
"80-84","MULLER","57.742"
"85->","HOME","48.872"
"85->","MULLER","94.751"
