Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","291"
"15-19","MULLER","482"
"20-24","HOME","2.034"
"20-24","MULLER","5.505"
"25-29","HOME","3.862"
"25-29","MULLER","10.096"
"30-34","HOME","4.893"
"30-34","MULLER","12.398"
"35-39","HOME","6.511"
"35-39","MULLER","14.861"
"40-44","HOME","9.844"
"40-44","MULLER","19.583"
"45-49","HOME","65.692"
"45-49","MULLER","73.092"
"50-54","HOME","89.967"
"50-54","MULLER","97.500"
"55-59","HOME","85.365"
"55-59","MULLER","94.027"
"60-64","HOME","82.595"
"60-64","MULLER","89.918"
"65-69","HOME","72.874"
"65-69","MULLER","80.429"
"70-74","HOME","70.239"
"70-74","MULLER","81.886"
"75-79","HOME","59.352"
"75-79","MULLER","74.410"
"80-84","HOME","38.845"
"80-84","MULLER","56.990"
"85->","HOME","44.194"
"85->","MULLER","86.728"
