Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.271"
"05-09","MULLER","40.300"
"10-14","HOME","59.210"
"10-14","MULLER","55.795"
"15-19","HOME","55.187"
"15-19","MULLER","52.883"
"20-24","HOME","51.629"
"20-24","MULLER","49.925"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.884"
"25-29","MULLER","51.889"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","57.527"
"30-34","MULLER","59.339"
"35-39","HOME","73.771"
"35-39","MULLER","76.687"
"40-44","HOME","99.016"
"40-44","MULLER","101.508"
"45-49","HOME","105.774"
"45-49","MULLER","108.969"
"50-54","HOME","99.050"
"50-54","MULLER","103.682"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.668"
"55-59","MULLER","99.293"
"60-64","HOME","88.642"
"60-64","MULLER","95.686"
"65-69","HOME","79.144"
"65-69","MULLER","87.329"
"70-74","HOME","71.757"
"70-74","MULLER","82.580"
"75-79","HOME","61.978"
"75-79","MULLER","77.460"
"80-84","HOME","40.213"
"80-84","MULLER","57.713"
"85->","HOME","48.855"
"85->","MULLER","94.721"
