Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.454"
"10-14","MULLER","34.633"
"15-19","HOME","54.755"
"15-19","MULLER","52.708"
"20-24","HOME","50.825"
"20-24","MULLER","49.767"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.600"
"25-29","MULLER","52.206"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.173"
"30-34","MULLER","60.947"
"35-39","HOME","75.063"
"35-39","MULLER","78.323"
"40-44","HOME","100.201"
"40-44","MULLER","103.449"
"45-49","HOME","100.801"
"45-49","MULLER","104.371"
"50-54","HOME","101.788"
"50-54","MULLER","106.954"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","89.673"
"55-59","MULLER","95.958"
"60-64","HOME","84.114"
"60-64","MULLER","91.014"
"65-69","HOME","77.480"
"65-69","MULLER","85.208"
"70-74","HOME","71.200"
"70-74","MULLER","82.073"
"75-79","HOME","61.494"
"75-79","MULLER","76.780"
"80-84","HOME","40.045"
"80-84","MULLER","57.555"
"85->","HOME","48.644"
"85->","MULLER","94.223"
