Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.727"
"10-14","MULLER","33.052"
"15-19","HOME","54.039"
"15-19","MULLER","52.182"
"20-24","HOME","49.727"
"20-24","MULLER","49.025"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.483"
"25-29","MULLER","51.421"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.104"
"30-34","MULLER","60.170"
"35-39","HOME","74.307"
"35-39","MULLER","77.658"
"40-44","HOME","99.358"
"40-44","MULLER","102.862"
"45-49","HOME","103.725"
"45-49","MULLER","107.616"
"50-54","HOME","97.662"
"50-54","MULLER","102.993"
"55-59","HOME","89.812"
"55-59","MULLER","96.529"
"60-64","HOME","87.030"
"60-64","MULLER","94.264"
"65-69","HOME","78.299"
"65-69","MULLER","86.371"
"70-74","HOME","71.032"
"70-74","MULLER","82.712"
"75-79","HOME","59.912"
"75-79","MULLER","75.042"
"80-84","HOME","39.099"
"80-84","MULLER","57.234"
"85->","HOME","44.627"
"85->","MULLER","87.731"
