Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","105"
"10-14","MULLER","117"
"15-19","DESCOÑECIDO","2"
"15-19","HOME","34.724"
"15-19","MULLER","34.665"
"20-24","HOME","42.629"
"20-24","MULLER","43.011"
"25-29","HOME","44.100"
"25-29","MULLER","46.186"
"30-34","HOME","53.536"
"30-34","MULLER","56.192"
"35-39","HOME","69.987"
"35-39","MULLER","73.643"
"40-44","HOME","96.464"
"40-44","MULLER","100.280"
"45-49","HOME","101.166"
"45-49","MULLER","105.601"
"50-54","HOME","96.049"
"50-54","MULLER","101.728"
"55-59","HOME","88.484"
"55-59","MULLER","95.510"
"60-64","HOME","85.670"
"60-64","MULLER","92.875"
"65-69","HOME","77.630"
"65-69","MULLER","85.579"
"70-74","HOME","70.800"
"70-74","MULLER","82.494"
"75-79","HOME","59.728"
"75-79","MULLER","74.903"
"80-84","HOME","39.027"
"80-84","MULLER","57.258"
"85->","HOME","44.361"
"85->","MULLER","87.123"
