Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.307"
"10-14","MULLER","32.642"
"15-19","HOME","53.701"
"15-19","MULLER","51.917"
"20-24","HOME","49.256"
"20-24","MULLER","48.666"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","49.998"
"25-29","MULLER","51.058"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.752"
"30-34","MULLER","59.845"
"35-39","HOME","73.975"
"35-39","MULLER","77.352"
"40-44","HOME","99.055"
"40-44","MULLER","102.653"
"45-49","HOME","103.493"
"45-49","MULLER","107.442"
"50-54","HOME","97.477"
"50-54","MULLER","102.859"
"55-59","HOME","89.676"
"55-59","MULLER","96.444"
"60-64","HOME","86.842"
"60-64","MULLER","94.090"
"65-69","HOME","78.235"
"65-69","MULLER","86.276"
"70-74","HOME","70.991"
"70-74","MULLER","82.666"
"75-79","HOME","59.863"
"75-79","MULLER","75.024"
"80-84","HOME","39.071"
"80-84","MULLER","57.224"
"85->","HOME","44.561"
"85->","MULLER","87.598"
