Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.109"
"05-09","MULLER","43.099"
"10-14","HOME","60.905"
"10-14","MULLER","57.381"
"15-19","HOME","52.816"
"15-19","MULLER","50.661"
"20-24","HOME","52.436"
"20-24","MULLER","50.917"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.569"
"25-29","MULLER","52.610"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.626"
"30-34","MULLER","61.253"
"35-39","HOME","74.282"
"35-39","MULLER","77.121"
"40-44","HOME","99.587"
"40-44","MULLER","102.065"
"45-49","HOME","106.216"
"45-49","MULLER","109.318"
"50-54","HOME","99.270"
"50-54","MULLER","103.928"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.009"
"55-59","MULLER","99.532"
"60-64","HOME","88.860"
"60-64","MULLER","95.851"
"65-69","HOME","79.318"
"65-69","MULLER","87.528"
"70-74","HOME","71.862"
"70-74","MULLER","82.712"
"75-79","HOME","62.048"
"75-79","MULLER","77.547"
"80-84","HOME","40.266"
"80-84","MULLER","57.781"
"85->","HOME","48.934"
"85->","MULLER","94.851"
