Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","318"
"15-19","MULLER","508"
"20-24","HOME","2.182"
"20-24","MULLER","5.828"
"25-29","HOME","4.173"
"25-29","MULLER","10.649"
"30-34","HOME","6.480"
"30-34","MULLER","14.422"
"35-39","HOME","55.711"
"35-39","MULLER","60.500"
"40-44","HOME","90.472"
"40-44","MULLER","95.327"
"45-49","HOME","96.240"
"45-49","MULLER","102.064"
"50-54","HOME","92.604"
"50-54","MULLER","99.445"
"55-59","HOME","87.076"
"55-59","MULLER","95.155"
"60-64","HOME","82.141"
"60-64","MULLER","89.420"
"65-69","HOME","76.214"
"65-69","MULLER","83.935"
"70-74","HOME","70.516"
"70-74","MULLER","82.176"
"75-79","HOME","59.517"
"75-79","MULLER","74.670"
"80-84","HOME","38.925"
"80-84","MULLER","57.114"
"85->","HOME","44.268"
"85->","MULLER","86.927"
