Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","265"
"15-19","MULLER","444"
"20-24","HOME","1.847"
"20-24","MULLER","5.332"
"25-29","HOME","3.362"
"25-29","MULLER","9.875"
"30-34","HOME","4.270"
"30-34","MULLER","12.049"
"35-39","HOME","5.794"
"35-39","MULLER","14.527"
"40-44","HOME","8.796"
"40-44","MULLER","19.103"
"45-49","HOME","10.275"
"45-49","MULLER","20.679"
"50-54","HOME","34.667"
"50-54","MULLER","44.470"
"55-59","HOME","81.607"
"55-59","MULLER","91.235"
"60-64","HOME","80.232"
"60-64","MULLER","87.754"
"65-69","HOME","71.178"
"65-69","MULLER","78.689"
"70-74","HOME","69.095"
"70-74","MULLER","80.584"
"75-79","HOME","58.838"
"75-79","MULLER","73.732"
"80-84","HOME","38.683"
"80-84","MULLER","56.755"
"85->","HOME","44.017"
"85->","MULLER","86.339"
