Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.363"
"05-09","MULLER","45.369"
"10-14","HOME","61.523"
"10-14","MULLER","57.891"
"15-19","HOME","52.354"
"15-19","MULLER","50.045"
"20-24","HOME","52.666"
"20-24","MULLER","51.336"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.723"
"25-29","MULLER","52.842"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.726"
"30-34","MULLER","61.342"
"35-39","HOME","74.443"
"35-39","MULLER","77.328"
"40-44","HOME","99.859"
"40-44","MULLER","102.280"
"45-49","HOME","106.636"
"45-49","MULLER","109.737"
"50-54","HOME","99.366"
"50-54","MULLER","104.035"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.140"
"55-59","MULLER","99.618"
"60-64","HOME","88.884"
"60-64","MULLER","95.938"
"65-69","HOME","79.395"
"65-69","MULLER","87.577"
"70-74","HOME","71.910"
"70-74","MULLER","82.778"
"75-79","HOME","62.089"
"75-79","MULLER","77.576"
"80-84","HOME","40.297"
"80-84","MULLER","57.815"
"85->","HOME","48.963"
"85->","MULLER","94.904"
