Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.705"
"05-09","MULLER","47.613"
"10-14","HOME","61.604"
"10-14","MULLER","57.946"
"15-19","HOME","52.156"
"15-19","MULLER","49.661"
"20-24","HOME","52.782"
"20-24","MULLER","51.235"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.813"
"25-29","MULLER","52.822"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.763"
"30-34","MULLER","61.249"
"35-39","HOME","74.346"
"35-39","MULLER","77.129"
"40-44","HOME","99.770"
"40-44","MULLER","102.017"
"45-49","HOME","106.807"
"45-49","MULLER","109.792"
"50-54","HOME","99.248"
"50-54","MULLER","104.052"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.239"
"55-59","MULLER","90.408"
"60-64","HOME","88.791"
"60-64","MULLER","95.432"
"65-69","HOME","79.863"
"65-69","MULLER","87.880"
"70-74","HOME","73.876"
"70-74","MULLER","83.821"
"75-79","HOME","63.908"
"75-79","MULLER","78.782"
"80-84","HOME","42.630"
"80-84","MULLER","59.218"
"85->","HOME","54.790"
"85->","MULLER","104.224"
