Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","34.892"
"10-14","MULLER","33.225"
"15-19","HOME","54.163"
"15-19","MULLER","52.278"
"20-24","HOME","49.908"
"20-24","MULLER","49.147"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.649"
"25-29","MULLER","51.561"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.275"
"30-34","MULLER","60.307"
"35-39","HOME","74.451"
"35-39","MULLER","77.798"
"40-44","HOME","99.465"
"40-44","MULLER","102.960"
"45-49","HOME","103.833"
"45-49","MULLER","107.686"
"50-54","HOME","97.745"
"50-54","MULLER","103.050"
"55-59","HOME","89.858"
"55-59","MULLER","96.571"
"60-64","HOME","87.106"
"60-64","MULLER","94.315"
"65-69","HOME","78.330"
"65-69","MULLER","86.409"
"70-74","HOME","71.045"
"70-74","MULLER","82.708"
"75-79","HOME","59.917"
"75-79","MULLER","75.077"
"80-84","HOME","39.119"
"80-84","MULLER","57.248"
"85->","HOME","44.656"
"85->","MULLER","87.788"
