Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","5"
"05-09","HOME","44.173"
"05-09","MULLER","41.170"
"10-14","HOME","59.411"
"10-14","MULLER","55.976"
"15-19","HOME","53.005"
"15-19","MULLER","50.826"
"20-24","HOME","52.177"
"20-24","MULLER","50.627"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.294"
"25-29","MULLER","52.319"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.444"
"30-34","MULLER","61.134"
"35-39","HOME","74.048"
"35-39","MULLER","76.886"
"40-44","HOME","99.404"
"40-44","MULLER","101.854"
"45-49","HOME","105.990"
"45-49","MULLER","109.178"
"50-54","HOME","99.169"
"50-54","MULLER","103.817"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.933"
"55-59","MULLER","99.469"
"60-64","HOME","88.785"
"60-64","MULLER","95.784"
"65-69","HOME","79.288"
"65-69","MULLER","87.448"
"70-74","HOME","71.817"
"70-74","MULLER","82.663"
"75-79","HOME","62.016"
"75-79","MULLER","77.507"
"80-84","HOME","40.233"
"80-84","MULLER","57.768"
"85->","HOME","48.885"
"85->","MULLER","94.787"
