Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.552"
"05-09","MULLER","46.527"
"10-14","HOME","61.623"
"10-14","MULLER","57.968"
"15-19","HOME","52.153"
"15-19","MULLER","49.757"
"20-24","HOME","52.834"
"20-24","MULLER","51.555"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.826"
"25-29","MULLER","52.954"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.775"
"30-34","MULLER","61.400"
"35-39","HOME","74.432"
"35-39","MULLER","77.342"
"40-44","HOME","99.967"
"40-44","MULLER","102.368"
"45-49","HOME","106.815"
"45-49","MULLER","109.880"
"50-54","HOME","99.425"
"50-54","MULLER","104.145"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.192"
"55-59","MULLER","99.659"
"60-64","HOME","88.921"
"60-64","MULLER","95.956"
"65-69","HOME","79.412"
"65-69","MULLER","87.600"
"70-74","HOME","71.928"
"70-74","MULLER","82.797"
"75-79","HOME","62.110"
"75-79","MULLER","77.593"
"80-84","HOME","40.297"
"80-84","MULLER","57.822"
"85->","HOME","48.980"
"85->","MULLER","94.917"
