Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.690"
"05-09","MULLER","47.600"
"10-14","HOME","61.617"
"10-14","MULLER","57.956"
"15-19","HOME","52.152"
"15-19","MULLER","49.661"
"20-24","HOME","52.774"
"20-24","MULLER","51.224"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.810"
"25-29","MULLER","52.825"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.762"
"30-34","MULLER","61.258"
"35-39","HOME","74.355"
"35-39","MULLER","77.128"
"40-44","HOME","99.785"
"40-44","MULLER","102.030"
"45-49","HOME","106.818"
"45-49","MULLER","109.800"
"50-54","HOME","99.284"
"50-54","MULLER","104.088"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.194"
"55-59","MULLER","90.383"
"60-64","HOME","88.782"
"60-64","MULLER","95.413"
"65-69","HOME","79.849"
"65-69","MULLER","87.872"
"70-74","HOME","73.878"
"70-74","MULLER","83.810"
"75-79","HOME","63.882"
"75-79","MULLER","78.755"
"80-84","HOME","42.629"
"80-84","MULLER","59.225"
"85->","HOME","54.783"
"85->","MULLER","104.212"
