Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","5"
"05-09","DESCOÑECIDO","1"
"05-09","HOME","44.029"
"05-09","MULLER","41.006"
"10-14","HOME","59.340"
"10-14","MULLER","55.903"
"15-19","HOME","53.184"
"15-19","MULLER","51.018"
"20-24","HOME","52.014"
"20-24","MULLER","50.401"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.154"
"25-29","MULLER","52.195"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.360"
"30-34","MULLER","61.065"
"35-39","HOME","73.990"
"35-39","MULLER","76.825"
"40-44","HOME","99.339"
"40-44","MULLER","101.801"
"45-49","HOME","105.906"
"45-49","MULLER","109.120"
"50-54","HOME","99.134"
"50-54","MULLER","103.790"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.895"
"55-59","MULLER","99.438"
"60-64","HOME","88.759"
"60-64","MULLER","95.752"
"65-69","HOME","79.280"
"65-69","MULLER","87.438"
"70-74","HOME","71.794"
"70-74","MULLER","82.646"
"75-79","HOME","62.010"
"75-79","MULLER","77.499"
"80-84","HOME","40.227"
"80-84","MULLER","57.755"
"85->","HOME","48.879"
"85->","MULLER","94.767"
