Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.491"
"05-09","MULLER","45.479"
"10-14","HOME","61.540"
"10-14","MULLER","57.895"
"15-19","HOME","52.338"
"15-19","MULLER","50.011"
"20-24","HOME","52.684"
"20-24","MULLER","51.365"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.734"
"25-29","MULLER","52.848"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.722"
"30-34","MULLER","61.341"
"35-39","HOME","74.444"
"35-39","MULLER","77.330"
"40-44","HOME","99.864"
"40-44","MULLER","102.292"
"45-49","HOME","106.653"
"45-49","MULLER","109.733"
"50-54","HOME","99.365"
"50-54","MULLER","104.052"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.146"
"55-59","MULLER","99.621"
"60-64","HOME","88.889"
"60-64","MULLER","95.942"
"65-69","HOME","79.395"
"65-69","MULLER","87.581"
"70-74","HOME","71.917"
"70-74","MULLER","82.778"
"75-79","HOME","62.091"
"75-79","MULLER","77.578"
"80-84","HOME","40.299"
"80-84","MULLER","57.815"
"85->","HOME","48.964"
"85->","MULLER","94.904"
