Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.466"
"05-09","MULLER","47.391"
"10-14","HOME","61.614"
"10-14","MULLER","57.971"
"15-19","HOME","52.145"
"15-19","MULLER","49.670"
"20-24","HOME","52.772"
"20-24","MULLER","51.225"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.800"
"25-29","MULLER","52.812"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.754"
"30-34","MULLER","61.280"
"35-39","HOME","74.371"
"35-39","MULLER","77.142"
"40-44","HOME","99.815"
"40-44","MULLER","102.097"
"45-49","HOME","106.854"
"45-49","MULLER","109.814"
"50-54","HOME","99.331"
"50-54","MULLER","104.138"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.257"
"55-59","MULLER","90.524"
"60-64","HOME","88.741"
"60-64","MULLER","95.406"
"65-69","HOME","79.858"
"65-69","MULLER","87.797"
"70-74","HOME","73.811"
"70-74","MULLER","83.768"
"75-79","HOME","63.698"
"75-79","MULLER","78.498"
"80-84","HOME","42.560"
"80-84","MULLER","59.183"
"85->","HOME","54.716"
"85->","MULLER","104.068"
