Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","94"
"10-14","MULLER","110"
"15-19","HOME","23.813"
"15-19","MULLER","25.842"
"20-24","HOME","42.487"
"20-24","MULLER","42.889"
"25-29","HOME","44.329"
"25-29","MULLER","46.370"
"30-34","HOME","53.126"
"30-34","MULLER","55.830"
"35-39","HOME","69.871"
"35-39","MULLER","73.528"
"40-44","HOME","96.295"
"40-44","MULLER","100.123"
"45-49","HOME","101.000"
"45-49","MULLER","105.506"
"50-54","HOME","95.925"
"50-54","MULLER","101.654"
"55-59","HOME","88.393"
"55-59","MULLER","95.473"
"60-64","HOME","85.598"
"60-64","MULLER","92.812"
"65-69","HOME","77.578"
"65-69","MULLER","85.520"
"70-74","HOME","70.783"
"70-74","MULLER","82.473"
"75-79","HOME","59.716"
"75-79","MULLER","74.897"
"80-84","HOME","39.023"
"80-84","MULLER","57.251"
"85->","HOME","44.355"
"85->","MULLER","87.113"
