Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","1"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","231"
"15-19","MULLER","359"
"20-24","HOME","1.535"
"20-24","MULLER","4.491"
"25-29","HOME","3.106"
"25-29","MULLER","9.301"
"30-34","HOME","3.959"
"30-34","MULLER","11.325"
"35-39","HOME","5.365"
"35-39","MULLER","13.591"
"40-44","HOME","8.153"
"40-44","MULLER","18.069"
"45-49","HOME","9.501"
"45-49","MULLER","19.542"
"50-54","HOME","14.213"
"50-54","MULLER","23.888"
"55-59","HOME","8.626"
"55-59","MULLER","17.494"
"60-64","HOME","48.512"
"60-64","MULLER","55.881"
"65-69","HOME","7.536"
"65-69","MULLER","7.370"
"70-74","HOME","47.319"
"70-74","MULLER","55.440"
"75-79","HOME","55.820"
"75-79","MULLER","69.937"
"80-84","HOME","37.834"
"80-84","MULLER","55.461"
"85->","HOME","42.452"
"85->","MULLER","81.820"
