Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.250"
"10-14","MULLER","34.441"
"15-19","HOME","54.673"
"15-19","MULLER","52.664"
"20-24","HOME","50.716"
"20-24","MULLER","49.719"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.476"
"25-29","MULLER","52.161"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.032"
"30-34","MULLER","60.877"
"35-39","HOME","74.921"
"35-39","MULLER","78.299"
"40-44","HOME","100.085"
"40-44","MULLER","103.412"
"45-49","HOME","100.761"
"45-49","MULLER","104.325"
"50-54","HOME","101.681"
"50-54","MULLER","106.842"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","90.097"
"55-59","MULLER","96.624"
"60-64","HOME","87.319"
"60-64","MULLER","94.319"
"65-69","HOME","73.559"
"65-69","MULLER","80.883"
"70-74","HOME","71.126"
"70-74","MULLER","82.008"
"75-79","HOME","61.409"
"75-79","MULLER","76.722"
"80-84","HOME","40.015"
"80-84","MULLER","57.542"
"85->","HOME","48.611"
"85->","MULLER","94.141"
