Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","35.960"
"10-14","MULLER","34.128"
"15-19","HOME","54.499"
"15-19","MULLER","52.526"
"20-24","HOME","50.336"
"20-24","MULLER","49.473"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.110"
"25-29","MULLER","51.891"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.679"
"30-34","MULLER","60.654"
"35-39","HOME","74.781"
"35-39","MULLER","78.157"
"40-44","HOME","99.822"
"40-44","MULLER","103.212"
"45-49","HOME","104.166"
"45-49","MULLER","107.854"
"50-54","HOME","97.977"
"50-54","MULLER","103.216"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","90.042"
"55-59","MULLER","96.678"
"60-64","HOME","87.278"
"60-64","MULLER","94.461"
"65-69","HOME","78.149"
"65-69","MULLER","86.232"
"70-74","HOME","70.950"
"70-74","MULLER","82.404"
"75-79","HOME","56.135"
"75-79","MULLER","70.064"
"80-84","HOME","39.927"
"80-84","MULLER","57.453"
"85->","HOME","48.296"
"85->","MULLER","93.659"
