Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.616"
"05-09","MULLER","43.671"
"10-14","HOME","61.199"
"10-14","MULLER","57.589"
"15-19","HOME","52.783"
"15-19","MULLER","50.644"
"20-24","HOME","52.476"
"20-24","MULLER","50.975"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.625"
"25-29","MULLER","52.661"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.653"
"30-34","MULLER","61.283"
"35-39","HOME","74.302"
"35-39","MULLER","77.155"
"40-44","HOME","99.631"
"40-44","MULLER","102.106"
"45-49","HOME","106.234"
"45-49","MULLER","109.339"
"50-54","HOME","99.292"
"50-54","MULLER","103.941"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.031"
"55-59","MULLER","99.545"
"60-64","HOME","88.862"
"60-64","MULLER","95.865"
"65-69","HOME","79.334"
"65-69","MULLER","87.530"
"70-74","HOME","71.867"
"70-74","MULLER","82.730"
"75-79","HOME","62.052"
"75-79","MULLER","77.549"
"80-84","HOME","40.276"
"80-84","MULLER","57.791"
"85->","HOME","48.944"
"85->","MULLER","94.863"
