Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.313"
"10-14","MULLER","32.654"
"15-19","HOME","53.718"
"15-19","MULLER","51.933"
"20-24","HOME","49.278"
"20-24","MULLER","48.675"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.018"
"25-29","MULLER","51.068"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.770"
"30-34","MULLER","59.853"
"35-39","HOME","73.998"
"35-39","MULLER","77.366"
"40-44","HOME","99.069"
"40-44","MULLER","102.662"
"45-49","HOME","103.503"
"45-49","MULLER","107.448"
"50-54","HOME","97.490"
"50-54","MULLER","102.863"
"55-59","HOME","89.683"
"55-59","MULLER","96.444"
"60-64","HOME","86.852"
"60-64","MULLER","94.101"
"65-69","HOME","78.236"
"65-69","MULLER","86.279"
"70-74","HOME","70.990"
"70-74","MULLER","82.665"
"75-79","HOME","59.863"
"75-79","MULLER","75.027"
"80-84","HOME","39.075"
"80-84","MULLER","57.224"
"85->","HOME","44.563"
"85->","MULLER","87.604"
