Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","241"
"15-19","MULLER","370"
"20-24","HOME","1.548"
"20-24","MULLER","4.533"
"25-29","HOME","3.124"
"25-29","MULLER","9.347"
"30-34","HOME","3.980"
"30-34","MULLER","11.390"
"35-39","HOME","5.389"
"35-39","MULLER","13.711"
"40-44","HOME","8.206"
"40-44","MULLER","18.187"
"45-49","HOME","9.565"
"45-49","MULLER","19.695"
"50-54","HOME","14.270"
"50-54","MULLER","24.021"
"55-59","HOME","16.742"
"55-59","MULLER","25.862"
"60-64","HOME","76.008"
"60-64","MULLER","84.004"
"65-69","HOME","46.402"
"65-69","MULLER","51.951"
"70-74","HOME","66.210"
"70-74","MULLER","77.479"
"75-79","HOME","57.921"
"75-79","MULLER","72.471"
"80-84","HOME","38.367"
"80-84","MULLER","56.297"
"85->","HOME","43.592"
"85->","MULLER","85.148"
