Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.513"
"10-14","MULLER","34.682"
"15-19","HOME","54.787"
"15-19","MULLER","52.719"
"20-24","HOME","50.885"
"20-24","MULLER","49.727"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.687"
"25-29","MULLER","52.173"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.226"
"30-34","MULLER","60.973"
"35-39","HOME","75.098"
"35-39","MULLER","78.344"
"40-44","HOME","100.231"
"40-44","MULLER","103.409"
"45-49","HOME","100.853"
"45-49","MULLER","104.376"
"50-54","HOME","101.827"
"50-54","MULLER","106.999"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","87.113"
"55-59","MULLER","93.411"
"60-64","HOME","85.771"
"60-64","MULLER","92.750"
"65-69","HOME","78.537"
"65-69","MULLER","86.372"
"70-74","HOME","71.237"
"70-74","MULLER","82.102"
"75-79","HOME","61.516"
"75-79","MULLER","76.799"
"80-84","HOME","40.053"
"80-84","MULLER","57.564"
"85->","HOME","48.652"
"85->","MULLER","94.241"
