Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.615"
"05-09","MULLER","43.670"
"10-14","HOME","61.197"
"10-14","MULLER","57.586"
"15-19","HOME","52.783"
"15-19","MULLER","50.643"
"20-24","HOME","52.471"
"20-24","MULLER","50.975"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.630"
"25-29","MULLER","52.657"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.643"
"30-34","MULLER","61.279"
"35-39","HOME","74.297"
"35-39","MULLER","77.151"
"40-44","HOME","99.634"
"40-44","MULLER","102.104"
"45-49","HOME","106.223"
"45-49","MULLER","109.337"
"50-54","HOME","99.290"
"50-54","MULLER","103.942"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.031"
"55-59","MULLER","99.542"
"60-64","HOME","88.863"
"60-64","MULLER","95.864"
"65-69","HOME","79.335"
"65-69","MULLER","87.530"
"70-74","HOME","71.864"
"70-74","MULLER","82.729"
"75-79","HOME","62.053"
"75-79","MULLER","77.549"
"80-84","HOME","40.275"
"80-84","MULLER","57.791"
"85->","HOME","48.944"
"85->","MULLER","94.862"
