Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.262"
"05-09","MULLER","47.192"
"10-14","HOME","61.653"
"10-14","MULLER","57.989"
"15-19","HOME","52.129"
"15-19","MULLER","49.690"
"20-24","HOME","52.762"
"20-24","MULLER","51.203"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.796"
"25-29","MULLER","52.843"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.770"
"30-34","MULLER","61.275"
"35-39","HOME","74.399"
"35-39","MULLER","77.175"
"40-44","HOME","99.875"
"40-44","MULLER","102.152"
"45-49","HOME","106.892"
"45-49","MULLER","109.887"
"50-54","HOME","99.401"
"50-54","MULLER","104.152"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.342"
"55-59","MULLER","90.576"
"60-64","HOME","88.570"
"60-64","MULLER","95.258"
"65-69","HOME","79.764"
"65-69","MULLER","87.740"
"70-74","HOME","73.769"
"70-74","MULLER","83.702"
"75-79","HOME","63.620"
"75-79","MULLER","78.461"
"80-84","HOME","42.474"
"80-84","MULLER","59.129"
"85->","HOME","54.598"
"85->","MULLER","103.828"
