Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","2"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.778"
"10-14","MULLER","34.956"
"15-19","HOME","54.846"
"15-19","MULLER","52.717"
"20-24","HOME","50.960"
"20-24","MULLER","49.575"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.762"
"25-29","MULLER","52.123"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.410"
"30-34","MULLER","61.076"
"35-39","HOME","75.166"
"35-39","MULLER","78.187"
"40-44","HOME","100.344"
"40-44","MULLER","103.382"
"45-49","HOME","99.952"
"45-49","MULLER","103.433"
"50-54","HOME","101.896"
"50-54","MULLER","106.896"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","85.935"
"55-59","MULLER","92.582"
"60-64","HOME","88.027"
"60-64","MULLER","95.119"
"65-69","HOME","78.797"
"65-69","MULLER","86.986"
"70-74","HOME","71.448"
"70-74","MULLER","82.271"
"75-79","HOME","61.671"
"75-79","MULLER","77.029"
"80-84","HOME","40.096"
"80-84","MULLER","57.601"
"85->","HOME","48.688"
"85->","MULLER","94.331"
