Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","239"
"15-19","MULLER","365"
"20-24","HOME","1.545"
"20-24","MULLER","4.522"
"25-29","HOME","3.121"
"25-29","MULLER","9.327"
"30-34","HOME","3.975"
"30-34","MULLER","11.368"
"35-39","HOME","5.384"
"35-39","MULLER","13.685"
"40-44","HOME","8.198"
"40-44","MULLER","18.165"
"45-49","HOME","9.552"
"45-49","MULLER","19.671"
"50-54","HOME","14.257"
"50-54","MULLER","23.997"
"55-59","HOME","16.725"
"55-59","MULLER","25.831"
"60-64","HOME","75.614"
"60-64","MULLER","83.567"
"65-69","HOME","27.484"
"65-69","MULLER","30.076"
"70-74","HOME","66.023"
"70-74","MULLER","77.291"
"75-79","HOME","57.876"
"75-79","MULLER","72.405"
"80-84","HOME","38.362"
"80-84","MULLER","56.275"
"85->","HOME","43.575"
"85->","MULLER","85.088"
