Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","591"
"05-09","MULLER","452"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","55.736"
"10-14","MULLER","52.631"
"15-19","HOME","54.885"
"15-19","MULLER","52.736"
"20-24","HOME","51.015"
"20-24","MULLER","49.621"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.847"
"25-29","MULLER","52.155"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.473"
"30-34","MULLER","61.143"
"35-39","HOME","75.223"
"35-39","MULLER","78.242"
"40-44","HOME","100.399"
"40-44","MULLER","103.427"
"45-49","HOME","99.845"
"45-49","MULLER","103.303"
"50-54","HOME","101.551"
"50-54","MULLER","106.537"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","86.495"
"55-59","MULLER","93.126"
"60-64","HOME","88.082"
"60-64","MULLER","95.207"
"65-69","HOME","78.819"
"65-69","MULLER","87.025"
"70-74","HOME","71.505"
"70-74","MULLER","82.290"
"75-79","HOME","61.724"
"75-79","MULLER","77.084"
"80-84","HOME","40.124"
"80-84","MULLER","57.605"
"85->","HOME","48.715"
"85->","MULLER","94.426"
