Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","31.672"
"10-14","MULLER","30.021"
"15-19","DESCOÑECIDO","2"
"15-19","HOME","50.289"
"15-19","MULLER","48.790"
"20-24","HOME","44.145"
"20-24","MULLER","44.286"
"25-29","HOME","45.977"
"25-29","MULLER","47.738"
"30-34","HOME","54.691"
"30-34","MULLER","57.273"
"35-39","HOME","70.903"
"35-39","MULLER","74.666"
"40-44","HOME","96.908"
"40-44","MULLER","100.781"
"45-49","HOME","101.613"
"45-49","MULLER","105.991"
"50-54","HOME","96.325"
"50-54","MULLER","101.920"
"55-59","HOME","88.702"
"55-59","MULLER","95.677"
"60-64","HOME","85.899"
"60-64","MULLER","93.112"
"65-69","HOME","77.762"
"65-69","MULLER","85.742"
"70-74","HOME","70.838"
"70-74","MULLER","82.542"
"75-79","HOME","59.743"
"75-79","MULLER","74.927"
"80-84","HOME","39.034"
"80-84","MULLER","57.285"
"85->","HOME","44.375"
"85->","MULLER","87.142"
