Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.712"
"05-09","MULLER","44.755"
"10-14","HOME","61.436"
"10-14","MULLER","57.813"
"15-19","HOME","52.722"
"15-19","MULLER","50.563"
"20-24","HOME","52.556"
"20-24","MULLER","51.110"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.699"
"25-29","MULLER","52.769"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.715"
"30-34","MULLER","61.364"
"35-39","HOME","74.408"
"35-39","MULLER","77.221"
"40-44","HOME","99.656"
"40-44","MULLER","102.131"
"45-49","HOME","106.374"
"45-49","MULLER","109.457"
"50-54","HOME","99.319"
"50-54","MULLER","103.987"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.095"
"55-59","MULLER","99.585"
"60-64","HOME","88.876"
"60-64","MULLER","95.905"
"65-69","HOME","79.363"
"65-69","MULLER","87.556"
"70-74","HOME","71.891"
"70-74","MULLER","82.754"
"75-79","HOME","62.072"
"75-79","MULLER","77.559"
"80-84","HOME","40.292"
"80-84","MULLER","57.813"
"85->","HOME","48.957"
"85->","MULLER","94.885"
