Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","95"
"10-14","MULLER","107"
"15-19","HOME","5.489"
"15-19","MULLER","7.246"
"20-24","HOME","3.065"
"20-24","MULLER","7.265"
"25-29","HOME","29.382"
"25-29","MULLER","32.781"
"30-34","HOME","51.282"
"30-34","MULLER","54.172"
"35-39","HOME","67.230"
"35-39","MULLER","71.223"
"40-44","HOME","95.013"
"40-44","MULLER","99.004"
"45-49","HOME","99.763"
"45-49","MULLER","104.682"
"50-54","HOME","95.164"
"50-54","MULLER","101.159"
"55-59","HOME","87.819"
"55-59","MULLER","95.127"
"60-64","HOME","84.970"
"60-64","MULLER","92.254"
"65-69","HOME","77.257"
"65-69","MULLER","85.200"
"70-74","HOME","70.690"
"70-74","MULLER","82.365"
"75-79","HOME","59.652"
"75-79","MULLER","74.823"
"80-84","HOME","38.977"
"80-84","MULLER","57.204"
"85->","HOME","44.320"
"85->","MULLER","87.042"
