Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.838"
"05-09","MULLER","44.870"
"10-14","HOME","61.470"
"10-14","MULLER","57.833"
"15-19","HOME","52.628"
"15-19","MULLER","50.434"
"20-24","HOME","52.575"
"20-24","MULLER","51.153"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.647"
"25-29","MULLER","52.758"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.705"
"30-34","MULLER","61.335"
"35-39","HOME","74.405"
"35-39","MULLER","77.255"
"40-44","HOME","99.716"
"40-44","MULLER","102.162"
"45-49","HOME","106.534"
"45-49","MULLER","109.603"
"50-54","HOME","99.336"
"50-54","MULLER","104.004"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.107"
"55-59","MULLER","99.594"
"60-64","HOME","88.872"
"60-64","MULLER","95.917"
"65-69","HOME","79.380"
"65-69","MULLER","87.560"
"70-74","HOME","71.895"
"70-74","MULLER","82.767"
"75-79","HOME","62.077"
"75-79","MULLER","77.566"
"80-84","HOME","40.295"
"80-84","MULLER","57.812"
"85->","HOME","48.959"
"85->","MULLER","94.891"
