Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","5"
"10-14","MULLER","6"
"15-19","HOME","307"
"15-19","MULLER","510"
"20-24","HOME","2.109"
"20-24","MULLER","5.663"
"25-29","HOME","4.022"
"25-29","MULLER","10.438"
"30-34","HOME","5.133"
"30-34","MULLER","13.109"
"35-39","HOME","7.167"
"35-39","MULLER","16.009"
"40-44","HOME","81.223"
"40-44","MULLER","87.273"
"45-49","HOME","94.488"
"45-49","MULLER","100.680"
"50-54","HOME","91.032"
"50-54","MULLER","98.430"
"55-59","HOME","86.918"
"55-59","MULLER","95.392"
"60-64","HOME","81.018"
"60-64","MULLER","88.210"
"65-69","HOME","75.369"
"65-69","MULLER","83.085"
"70-74","HOME","70.430"
"70-74","MULLER","82.066"
"75-79","HOME","59.469"
"75-79","MULLER","74.581"
"80-84","HOME","38.899"
"80-84","MULLER","57.071"
"85->","HOME","44.252"
"85->","MULLER","86.867"
