Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.729"
"05-09","MULLER","47.647"
"10-14","HOME","61.602"
"10-14","MULLER","57.949"
"15-19","HOME","52.156"
"15-19","MULLER","49.661"
"20-24","HOME","52.783"
"20-24","MULLER","51.235"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.817"
"25-29","MULLER","52.826"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.761"
"30-34","MULLER","61.252"
"35-39","HOME","74.350"
"35-39","MULLER","77.127"
"40-44","HOME","99.765"
"40-44","MULLER","102.011"
"45-49","HOME","106.813"
"45-49","MULLER","109.789"
"50-54","HOME","99.244"
"50-54","MULLER","104.055"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.243"
"55-59","MULLER","90.412"
"60-64","HOME","88.792"
"60-64","MULLER","95.431"
"65-69","HOME","79.861"
"65-69","MULLER","87.884"
"70-74","HOME","73.873"
"70-74","MULLER","83.825"
"75-79","HOME","63.921"
"75-79","MULLER","78.782"
"80-84","HOME","42.631"
"80-84","MULLER","59.224"
"85->","HOME","54.793"
"85->","MULLER","104.226"
