Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.362"
"05-09","MULLER","45.362"
"10-14","HOME","61.520"
"10-14","MULLER","57.894"
"15-19","HOME","52.360"
"15-19","MULLER","50.052"
"20-24","HOME","52.661"
"20-24","MULLER","51.325"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.720"
"25-29","MULLER","52.838"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.721"
"30-34","MULLER","61.344"
"35-39","HOME","74.443"
"35-39","MULLER","77.323"
"40-44","HOME","99.852"
"40-44","MULLER","102.273"
"45-49","HOME","106.635"
"45-49","MULLER","109.733"
"50-54","HOME","99.362"
"50-54","MULLER","104.035"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.138"
"55-59","MULLER","99.615"
"60-64","HOME","88.884"
"60-64","MULLER","95.942"
"65-69","HOME","79.391"
"65-69","MULLER","87.570"
"70-74","HOME","71.909"
"70-74","MULLER","82.777"
"75-79","HOME","62.088"
"75-79","MULLER","77.576"
"80-84","HOME","40.298"
"80-84","MULLER","57.814"
"85->","HOME","48.962"
"85->","MULLER","94.903"
