Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.624"
"10-14","MULLER","32.954"
"15-19","HOME","53.935"
"15-19","MULLER","52.089"
"20-24","HOME","49.602"
"20-24","MULLER","48.918"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.333"
"25-29","MULLER","51.340"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.011"
"30-34","MULLER","60.081"
"35-39","HOME","74.228"
"35-39","MULLER","77.579"
"40-44","HOME","99.267"
"40-44","MULLER","102.815"
"45-49","HOME","103.673"
"45-49","MULLER","107.573"
"50-54","HOME","97.609"
"50-54","MULLER","102.958"
"55-59","HOME","89.775"
"55-59","MULLER","96.503"
"60-64","HOME","86.995"
"60-64","MULLER","94.229"
"65-69","HOME","78.272"
"65-69","MULLER","86.341"
"70-74","HOME","71.012"
"70-74","MULLER","82.704"
"75-79","HOME","59.902"
"75-79","MULLER","75.031"
"80-84","HOME","39.096"
"80-84","MULLER","57.224"
"85->","HOME","44.617"
"85->","MULLER","87.714"
