Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.160"
"05-09","MULLER","47.115"
"10-14","HOME","61.652"
"10-14","MULLER","57.988"
"15-19","HOME","52.131"
"15-19","MULLER","49.690"
"20-24","HOME","52.766"
"20-24","MULLER","51.227"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.798"
"25-29","MULLER","52.845"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.763"
"30-34","MULLER","61.285"
"35-39","HOME","74.400"
"35-39","MULLER","77.207"
"40-44","HOME","99.894"
"40-44","MULLER","102.144"
"45-49","HOME","106.891"
"45-49","MULLER","109.915"
"50-54","HOME","99.403"
"50-54","MULLER","104.131"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.883"
"55-59","MULLER","91.141"
"60-64","HOME","88.466"
"60-64","MULLER","95.233"
"65-69","HOME","79.450"
"65-69","MULLER","87.355"
"70-74","HOME","73.669"
"70-74","MULLER","83.593"
"75-79","HOME","63.531"
"75-79","MULLER","78.365"
"80-84","HOME","42.425"
"80-84","MULLER","59.122"
"85->","HOME","54.512"
"85->","MULLER","103.656"
