Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","5"
"05-09","HOME","48.215"
"05-09","MULLER","45.219"
"10-14","HOME","61.511"
"10-14","MULLER","57.882"
"15-19","HOME","52.423"
"15-19","MULLER","50.131"
"20-24","HOME","52.603"
"20-24","MULLER","51.252"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.700"
"25-29","MULLER","52.825"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.715"
"30-34","MULLER","61.338"
"35-39","HOME","74.428"
"35-39","MULLER","77.318"
"40-44","HOME","99.859"
"40-44","MULLER","102.269"
"45-49","HOME","106.607"
"45-49","MULLER","109.693"
"50-54","HOME","99.354"
"50-54","MULLER","104.025"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.128"
"55-59","MULLER","99.608"
"60-64","HOME","88.874"
"60-64","MULLER","95.928"
"65-69","HOME","79.392"
"65-69","MULLER","87.571"
"70-74","HOME","71.904"
"70-74","MULLER","82.771"
"75-79","HOME","62.081"
"75-79","MULLER","77.572"
"80-84","HOME","40.298"
"80-84","MULLER","57.813"
"85->","HOME","48.962"
"85->","MULLER","94.901"
